flags	build_time	runtime
"-Cpanic=abort"	20.81283450126648	35.12892436981201
"-Cstrip=debuginfo"	21.086483001708984	35.610403060913086
"-Cstrip=symbols"	20.782304048538208	35.51264238357544
"-Ccode-model=small"	21.260631561279297	35.53134632110596
"-Ccode-model=medium"	20.693713903427124	35.77554655075073
"-Ccode-model=large"	20.97744846343994	35.96035075187683
default	20.640100479125977	35.92518639564514
"-Coverflow-checks=yes"	21.304173469543457	40.45716214179993
"-Ctarget-cpu=x86-64"	20.71912431716919	35.63301658630371
"-Ctarget-cpu=x86-64-v2"	21.109662532806396	35.14403462409973
"-Ctarget-cpu=x86-64-v3"	20.871192455291748	33.601744651794434
"-Ctarget-cpu=x86-64-v4"	22.352248191833496	33.79416799545288
"-Ctarget-cpu=native"	20.93926763534546	33.58737087249756
"-Cllvm-args=--inline-threshold=5"	19.60487699508667	36.18286609649658
"-Cllvm-args=--inline-threshold=50"	19.729766130447388	36.117494106292725
"-Cllvm-args=--inline-threshold=250"	20.92328143119812	35.418317794799805
"-Cllvm-args=--inline-threshold=100000"	29.292123079299927	35.62602758407593
"-Ccodegen-units=1"	31.598302125930786	35.11991739273071
"-Ccodegen-units=16"	22.494274139404297	35.58429789543152
"-Ccodegen-units=256"	22.15653419494629	35.31114387512207
"-Cdebuginfo=0"	21.204856634140015	35.68162250518799
"-Cdebuginfo=1"	22.09607744216919	35.56321668624878
"-Cdebuginfo=2"	25.574212551116943	35.17941427230835
"-Cdebug-assertions=yes"	22.019860982894897	41.85559368133545
"-Copt-level=1"	24.14155864715576	38.75383806228638
"-Copt-level=2"	29.83728861808777	36.53984761238098
"-Copt-level=3"	30.09006977081299	35.76377725601196
"-Cpanic=abort"	19.638601779937744	34.91146492958069
"-Cstrip=debuginfo"	21.270831823349	35.684075593948364
"-Cstrip=symbols"	21.246708393096924	35.44593071937561
"-Ccode-model=small"	20.659369230270386	35.84465718269348
"-Ccode-model=medium"	21.22365140914917	35.92467713356018
"-Ccode-model=large"	21.29080867767334	36.22549796104431
default	20.828668355941772	35.68981337547302
"-Coverflow-checks=yes"	22.79170799255371	40.355668783187866
"-Ctarget-cpu=x86-64"	20.656290292739868	35.68826174736023
"-Ctarget-cpu=x86-64-v2"	21.00206446647644	35.17521834373474
"-Ctarget-cpu=x86-64-v3"	20.63919472694397	33.86756205558777
"-Ctarget-cpu=x86-64-v4"	20.910078287124634	33.67653298377991
"-Ctarget-cpu=native"	21.28949809074402	33.55718183517456
"-Cllvm-args=--inline-threshold=5"	19.195402145385742	36.06924843788147
"-Cllvm-args=--inline-threshold=50"	20.414470434188843	36.17425012588501
"-Cllvm-args=--inline-threshold=250"	20.976484775543213	35.550055742263794
"-Cllvm-args=--inline-threshold=100000"	29.508796215057373	35.66436529159546
"-Ccodegen-units=1"	31.15225887298584	35.32904362678528
"-Ccodegen-units=16"	21.238982677459717	35.49993085861206
"-Ccodegen-units=256"	21.970732927322388	35.88995838165283
"-Cdebuginfo=0"	21.41684126853943	35.47088050842285
"-Cdebuginfo=1"	21.68665838241577	35.52165937423706
"-Cdebuginfo=2"	24.805654525756836	35.13062405586243
"-Cdebug-assertions=yes"	21.867267847061157	42.338865995407104
"-Copt-level=1"	24.310558795928955	38.76158094406128
"-Copt-level=2"	29.721397876739502	36.65088701248169
"-Copt-level=3"	30.650556802749634	35.71795415878296
"-Cpanic=abort"	20.029465675354004	35.077009201049805
"-Cstrip=debuginfo"	21.137604475021362	35.68995523452759
"-Cstrip=symbols"	20.932875394821167	35.664997577667236
"-Ccode-model=small"	21.24463152885437	35.52665901184082
"-Ccode-model=medium"	21.046430110931396	35.85006046295166
"-Ccode-model=large"	21.589150190353394	35.96041536331177
default	21.348777294158936	35.635092973709106
"-Coverflow-checks=yes"	21.030327558517456	40.25586485862732
"-Ctarget-cpu=x86-64"	22.07146167755127	35.62138748168945
"-Ctarget-cpu=x86-64-v2"	21.25818395614624	35.21098875999451
"-Ctarget-cpu=x86-64-v3"	21.288310527801514	33.71633791923523
"-Ctarget-cpu=x86-64-v4"	20.933376789093018	33.67151856422424
"-Ctarget-cpu=native"	21.12511658668518	33.61523771286011
"-Cllvm-args=--inline-threshold=5"	19.643932342529297	36.17675852775574
"-Cllvm-args=--inline-threshold=50"	20.049988746643066	36.26748847961426
"-Cllvm-args=--inline-threshold=250"	20.920870780944824	35.46284818649292
"-Cllvm-args=--inline-threshold=100000"	28.51074242591858	35.57098054885864
"-Ccodegen-units=1"	32.16886568069458	35.20879054069519
"-Ccodegen-units=16"	20.903478145599365	35.28964972496033
"-Ccodegen-units=256"	21.64240574836731	35.39483428001404
"-Cdebuginfo=0"	21.053568601608276	35.56722617149353
"-Cdebuginfo=1"	22.388516187667847	35.83188819885254
"-Cdebuginfo=2"	25.6146559715271	35.2547607421875
"-Cdebug-assertions=yes"	21.992385149002075	42.46371626853943
"-Copt-level=1"	23.94147515296936	38.88662505149841
"-Copt-level=2"	29.769291639328003	36.78838276863098
"-Copt-level=3"	29.911823272705078	35.682600021362305
"-Cpanic=abort"	19.921494007110596	35.00562810897827
"-Cstrip=debuginfo"	20.511842489242554	35.7119882106781
"-Cstrip=symbols"	20.905067682266235	36.00354886054993
"-Ccode-model=small"	22.67065954208374	35.90603804588318
"-Ccode-model=medium"	21.49046802520752	35.94689321517944
"-Ccode-model=large"	21.69050431251526	36.13788723945618
default	20.895385026931763	35.84065628051758
"-Coverflow-checks=yes"	21.621949672698975	40.79175782203674
"-Ctarget-cpu=x86-64"	20.901020288467407	35.75910139083862
"-Ctarget-cpu=x86-64-v2"	21.423142433166504	35.40792918205261
"-Ctarget-cpu=x86-64-v3"	20.956077098846436	33.7234308719635
"-Ctarget-cpu=x86-64-v4"	21.337331295013428	33.84437298774719
"-Ctarget-cpu=native"	22.725272178649902	33.75053572654724
"-Cllvm-args=--inline-threshold=5"	19.44838809967041	36.116204261779785
"-Cllvm-args=--inline-threshold=50"	19.23371934890747	36.06196212768555
"-Cllvm-args=--inline-threshold=250"	20.96311664581299	35.4402973651886
"-Cllvm-args=--inline-threshold=100000"	28.985288619995117	35.77176356315613
"-Ccodegen-units=1"	31.234269618988037	35.18793821334839
"-Ccodegen-units=16"	22.462040185928345	35.44686841964722
"-Ccodegen-units=256"	21.71479606628418	35.33052468299866
"-Cdebuginfo=0"	21.0104079246521	35.52523612976074
"-Cdebuginfo=1"	22.238524436950684	35.474425077438354
"-Cdebuginfo=2"	25.96779990196228	35.34082078933716
"-Cdebug-assertions=yes"	22.305737257003784	42.43061423301697
"-Copt-level=1"	25.12690281867981	38.759257078170776
"-Copt-level=2"	30.02184748649597	36.932331800460815
"-Copt-level=3"	29.62453818321228	35.53976249694824
"-Cpanic=abort"	19.524914979934692	35.19316864013672
"-Cstrip=debuginfo"	21.102827310562134	35.61947965621948
"-Cstrip=symbols"	20.798826217651367	35.55323266983032
"-Ccode-model=small"	21.004334688186646	35.63080072402954
"-Ccode-model=medium"	21.229259252548218	36.23458218574524
"-Ccode-model=large"	21.978693962097168	35.92947244644165
default	21.205882787704468	35.64027738571167
"-Coverflow-checks=yes"	21.434298992156982	40.501410722732544
"-Ctarget-cpu=x86-64"	21.0145480632782	35.71871042251587
"-Ctarget-cpu=x86-64-v2"	20.651664972305298	35.15342092514038
"-Ctarget-cpu=x86-64-v3"	21.066521883010864	33.88213348388672
"-Ctarget-cpu=x86-64-v4"	20.95555019378662	33.73819041252136
"-Ctarget-cpu=native"	21.16784167289734	33.5800096988678
"-Cllvm-args=--inline-threshold=5"	19.783714294433594	36.06984305381775
"-Cllvm-args=--inline-threshold=50"	21.248228073120117	36.24361705780029
"-Cllvm-args=--inline-threshold=250"	20.98446798324585	35.82145833969116
"-Cllvm-args=--inline-threshold=100000"	29.463179349899292	35.9894917011261
"-Ccodegen-units=1"	31.462950229644775	35.24334454536438
"-Ccodegen-units=16"	21.47790002822876	35.365986585617065
"-Ccodegen-units=256"	21.666908264160156	35.518917083740234
"-Cdebuginfo=0"	21.14135718345642	35.90438365936279
"-Cdebuginfo=1"	22.48114824295044	35.7608597278595
"-Cdebuginfo=2"	25.75840711593628	35.43719458580017
"-Cdebug-assertions=yes"	21.847183227539062	42.45884442329407
"-Copt-level=1"	24.93204402923584	39.006625175476074
"-Copt-level=2"	29.97407579421997	36.89568209648132
"-Copt-level=3"	30.93482780456543	36.20542669296265
"-Cpanic=abort"	19.42672348022461	35.85456562042236
"-Cstrip=debuginfo"	22.32742166519165	35.81352615356445
"-Cstrip=symbols"	20.965758562088013	38.12110996246338
"-Ccode-model=small"	21.257941484451294	35.68578362464905
"-Ccode-model=medium"	22.681740760803223	36.393476247787476
"-Ccode-model=large"	21.425227642059326	36.491920709609985
default	20.813231468200684	35.88827681541443
"-Coverflow-checks=yes"	21.65717053413391	40.82102870941162
"-Ctarget-cpu=x86-64"	21.016029119491577	37.03512167930603
"-Ctarget-cpu=x86-64-v2"	22.857433557510376	36.48289179801941
"-Ctarget-cpu=x86-64-v3"	21.205257654190063	35.22717356681824
"-Ctarget-cpu=x86-64-v4"	22.56815481185913	34.89543867111206
"-Ctarget-cpu=native"	21.533549070358276	34.97180366516113
"-Cllvm-args=--inline-threshold=5"	19.7350492477417	37.31943321228027
"-Cllvm-args=--inline-threshold=50"	20.274794340133667	37.305609464645386
"-Cllvm-args=--inline-threshold=250"	22.544280290603638	36.662219524383545
"-Cllvm-args=--inline-threshold=100000"	28.936352729797363	36.54268002510071
"-Ccodegen-units=1"	33.699331283569336	36.09340572357178
"-Ccodegen-units=16"	21.70081853866577	36.22123599052429
"-Ccodegen-units=256"	21.761985540390015	36.37218928337097
"-Cdebuginfo=0"	20.99141240119934	36.748194456100464
"-Cdebuginfo=1"	23.45601463317871	36.97885084152222
"-Cdebuginfo=2"	25.048907995224	36.244221210479736
"-Cdebug-assertions=yes"	23.456969022750854	43.25945997238159
"-Copt-level=1"	24.938812732696533	40.03899073600769
"-Copt-level=2"	29.548804759979248	37.4735381603241
"-Copt-level=3"	30.20326256752014	36.208741664886475
"-Cpanic=abort"	19.840153694152832	35.53443145751953
"-Cstrip=debuginfo"	22.222906589508057	36.303261280059814
"-Cstrip=symbols"	20.597264289855957	36.55692434310913
"-Ccode-model=small"	22.73743486404419	36.537591218948364
"-Ccode-model=medium"	20.862226247787476	36.55683708190918
"-Ccode-model=large"	21.57806372642517	36.807324171066284
default	21.182332515716553	36.68709754943848
"-Coverflow-checks=yes"	21.645586490631104	41.34681153297424
"-Ctarget-cpu=x86-64"	22.707345724105835	36.67933750152588
"-Ctarget-cpu=x86-64-v2"	21.010966777801514	36.44679045677185
"-Ctarget-cpu=x86-64-v3"	20.532229900360107	34.56960988044739
"-Ctarget-cpu=x86-64-v4"	21.12606382369995	34.441954135894775
"-Ctarget-cpu=native"	21.6420681476593	34.11294674873352
"-Cllvm-args=--inline-threshold=5"	19.896750450134277	36.95415687561035
"-Cllvm-args=--inline-threshold=50"	20.20794367790222	37.01479983329773
"-Cllvm-args=--inline-threshold=250"	21.343452215194702	36.491825342178345
"-Cllvm-args=--inline-threshold=100000"	29.158546686172485	36.47767639160156
"-Ccodegen-units=1"	32.3718683719635	35.87909173965454
"-Ccodegen-units=16"	21.04631757736206	36.283007860183716
"-Ccodegen-units=256"	22.01576852798462	36.24524784088135
"-Cdebuginfo=0"	21.048842430114746	36.36940598487854
"-Cdebuginfo=1"	22.115224361419678	35.96314239501953
"-Cdebuginfo=2"	25.277414083480835	35.20684027671814
"-Cdebug-assertions=yes"	21.984065532684326	42.774136781692505
"-Copt-level=1"	25.144251585006714	38.927468061447144
"-Copt-level=2"	28.020432233810425	36.79030203819275
"-Copt-level=3"	30.913545846939087	35.716817140579224
"-Cpanic=abort"	21.20388913154602	34.93776607513428
"-Cstrip=debuginfo"	20.692220211029053	35.63281607627869
"-Cstrip=symbols"	22.216798543930054	35.76098608970642
"-Ccode-model=small"	21.143831968307495	35.826467514038086
"-Ccode-model=medium"	21.497419595718384	36.01720213890076
"-Ccode-model=large"	21.84398627281189	36.04618954658508
default	21.065664291381836	35.63626766204834
"-Coverflow-checks=yes"	21.408648252487183	40.32147693634033
"-Ctarget-cpu=x86-64"	20.982186794281006	35.72155952453613
"-Ctarget-cpu=x86-64-v2"	21.41630506515503	35.196839570999146
"-Ctarget-cpu=x86-64-v3"	21.07488489151001	33.646382331848145
"-Ctarget-cpu=x86-64-v4"	20.511400938034058	33.73130416870117
"-Ctarget-cpu=native"	21.413488626480103	33.48832297325134
"-Cllvm-args=--inline-threshold=5"	18.950608730316162	36.21840977668762
"-Cllvm-args=--inline-threshold=50"	20.198013305664062	36.20260310173035
"-Cllvm-args=--inline-threshold=250"	21.0702543258667	35.52708458900452
"-Cllvm-args=--inline-threshold=100000"	30.15921425819397	35.64706516265869
"-Ccodegen-units=1"	33.495569944381714	35.13812804222107
"-Ccodegen-units=16"	20.81997036933899	35.424530029296875
"-Ccodegen-units=256"	22.534308910369873	35.47370791435242
"-Cdebuginfo=0"	22.616427183151245	35.62644004821777
"-Cdebuginfo=1"	23.264188528060913	35.709431171417236
"-Cdebuginfo=2"	24.488775730133057	35.28936767578125
"-Cdebug-assertions=yes"	22.091690063476562	41.78569173812866
"-Copt-level=1"	25.1384060382843	38.98046851158142
"-Copt-level=2"	27.86038088798523	36.56361937522888
"-Copt-level=3"	30.17522382736206	35.666024684906006
"-Cpanic=abort"	21.20494246482849	35.14890956878662
"-Cstrip=debuginfo"	20.837823390960693	35.5749728679657
"-Cstrip=symbols"	21.042017698287964	35.64858388900757
"-Ccode-model=small"	20.83163857460022	35.79834032058716
"-Ccode-model=medium"	21.220261812210083	35.96028208732605
"-Ccode-model=large"	21.379355907440186	36.010173082351685
default	21.128425121307373	35.78080105781555
"-Coverflow-checks=yes"	21.105327606201172	40.571465492248535
"-Ctarget-cpu=x86-64"	20.5246844291687	35.80574893951416
"-Ctarget-cpu=x86-64-v2"	21.27298665046692	35.1046998500824
"-Ctarget-cpu=x86-64-v3"	20.82820224761963	33.68964147567749
"-Ctarget-cpu=x86-64-v4"	20.658077239990234	33.819376707077026
"-Ctarget-cpu=native"	21.65244436264038	33.5131995677948
"-Cllvm-args=--inline-threshold=5"	19.805739879608154	36.113487243652344
"-Cllvm-args=--inline-threshold=50"	20.161752700805664	36.20867896080017
"-Cllvm-args=--inline-threshold=250"	20.636487007141113	35.48276090621948
"-Cllvm-args=--inline-threshold=100000"	29.114079236984253	35.62776255607605
"-Ccodegen-units=1"	31.5344979763031	35.19708704948425
"-Ccodegen-units=16"	21.100905179977417	35.26313662528992
"-Ccodegen-units=256"	23.17880392074585	35.23260736465454
"-Cdebuginfo=0"	20.733790636062622	35.59334659576416
"-Cdebuginfo=1"	21.774776935577393	35.56226110458374
"-Cdebuginfo=2"	25.473170042037964	35.178504943847656
"-Cdebug-assertions=yes"	22.110268115997314	42.5467369556427
"-Copt-level=1"	25.138641595840454	38.86309623718262
"-Copt-level=2"	28.20986247062683	36.63407039642334
"-Copt-level=3"	30.076865673065186	35.58679747581482
"-Cpanic=abort"	19.725897312164307	35.78334712982178
"-Cstrip=debuginfo"	20.59328532218933	35.811009883880615
"-Cstrip=symbols"	21.217931032180786	35.64909219741821
"-Ccode-model=small"	20.60550570487976	35.54970407485962
"-Ccode-model=medium"	21.03689742088318	35.88017416000366
"-Ccode-model=large"	21.92167353630066	36.019840717315674
default	21.2268009185791	35.54114055633545
"-Coverflow-checks=yes"	20.806777954101562	40.345118045806885
"-Ctarget-cpu=x86-64"	21.130554676055908	35.55838346481323
"-Ctarget-cpu=x86-64-v2"	21.073701858520508	35.21361184120178
"-Ctarget-cpu=x86-64-v3"	21.101137399673462	33.80763649940491
"-Ctarget-cpu=x86-64-v4"	20.72751474380493	33.736722230911255
"-Ctarget-cpu=native"	22.940704822540283	33.456358194351196
"-Cllvm-args=--inline-threshold=5"	19.956334590911865	36.17141914367676
"-Cllvm-args=--inline-threshold=50"	20.097633123397827	36.064881801605225
"-Cllvm-args=--inline-threshold=250"	21.12042999267578	35.369614362716675
"-Cllvm-args=--inline-threshold=100000"	29.331286907196045	35.736560106277466
"-Ccodegen-units=1"	31.899222135543823	35.31907939910889
"-Ccodegen-units=16"	21.212398529052734	35.445317029953
"-Ccodegen-units=256"	23.06747269630432	35.52182984352112
"-Cdebuginfo=0"	20.652451038360596	35.551737785339355
"-Cdebuginfo=1"	21.887327909469604	35.47875452041626
"-Cdebuginfo=2"	25.891517639160156	35.18995714187622
"-Cdebug-assertions=yes"	23.212692260742188	42.10065746307373
"-Copt-level=1"	26.485305070877075	38.88041090965271
"-Copt-level=2"	29.8401882648468	36.77004265785217
"-Copt-level=3"	29.947911977767944	35.78374409675598
"-Cpanic=abort"	19.6048481464386	34.8736367225647
"-Cstrip=debuginfo"	20.669090032577515	35.459291219711304
"-Cstrip=symbols"	20.807921171188354	35.46732234954834
"-Ccode-model=small"	21.171767473220825	35.56529664993286
"-Ccode-model=medium"	21.210862636566162	35.86673069000244
"-Ccode-model=large"	21.501217365264893	36.06090712547302
default	22.515856742858887	35.585143089294434
"-Coverflow-checks=yes"	21.326988220214844	40.327226400375366
"-Ctarget-cpu=x86-64"	21.408512830734253	35.61042809486389
"-Ctarget-cpu=x86-64-v2"	20.83915662765503	35.172890424728394
"-Ctarget-cpu=x86-64-v3"	21.50222110748291	33.60430955886841
"-Ctarget-cpu=x86-64-v4"	21.556276082992554	34.11930203437805
"-Ctarget-cpu=native"	21.31564950942993	33.523171186447144
"-Cllvm-args=--inline-threshold=5"	19.74015522003174	36.879918813705444
"-Cllvm-args=--inline-threshold=50"	20.44741725921631	36.53589916229248
"-Cllvm-args=--inline-threshold=250"	21.13241147994995	35.40097784996033
"-Cllvm-args=--inline-threshold=100000"	29.48031735420227	35.564515352249146
"-Ccodegen-units=1"	31.7351176738739	35.12164831161499
"-Ccodegen-units=16"	21.146969079971313	35.241830587387085
"-Ccodegen-units=256"	21.623804330825806	35.39094591140747
"-Cdebuginfo=0"	20.63165020942688	35.637900590896606
"-Cdebuginfo=1"	21.979106426239014	35.52252531051636
"-Cdebuginfo=2"	25.674505472183228	35.592713832855225
"-Cdebug-assertions=yes"	22.091110229492188	42.48706245422363
"-Copt-level=1"	26.536338329315186	38.91173315048218
"-Copt-level=2"	29.159332752227783	36.683215379714966
"-Copt-level=3"	29.880720138549805	35.817893743515015
"-Cpanic=abort"	19.985573291778564	35.000540018081665
"-Cstrip=debuginfo"	21.092374086380005	35.8111629486084
"-Cstrip=symbols"	21.314021825790405	35.619500160217285
"-Ccode-model=small"	21.18279767036438	35.65355443954468
"-Ccode-model=medium"	20.61807870864868	35.93787169456482
"-Ccode-model=large"	21.151220560073853	35.94824242591858
default	21.055157899856567	35.56012678146362
"-Coverflow-checks=yes"	20.98197650909424	40.358214139938354
"-Ctarget-cpu=x86-64"	20.816749095916748	35.55920600891113
"-Ctarget-cpu=x86-64-v2"	20.80491614341736	35.19751477241516
"-Ctarget-cpu=x86-64-v3"	21.01711654663086	33.70153093338013
"-Ctarget-cpu=x86-64-v4"	21.088547468185425	33.924776792526245
"-Ctarget-cpu=native"	21.82596468925476	33.99613571166992
"-Cllvm-args=--inline-threshold=5"	19.243842601776123	36.17176556587219
"-Cllvm-args=--inline-threshold=50"	20.058308601379395	36.12579321861267
"-Cllvm-args=--inline-threshold=250"	21.01387929916382	35.37002372741699
"-Cllvm-args=--inline-threshold=100000"	29.324156522750854	35.42157053947449
"-Ccodegen-units=1"	31.83986735343933	35.214500427246094
"-Ccodegen-units=16"	22.357680320739746	35.17792105674744
"-Ccodegen-units=256"	21.819422483444214	35.38256359100342
"-Cdebuginfo=0"	22.501253604888916	35.734654903411865
"-Cdebuginfo=1"	23.468403100967407	35.40857291221619
"-Cdebuginfo=2"	25.36628246307373	35.083210706710815
"-Cdebug-assertions=yes"	23.252607107162476	42.46217083930969
"-Copt-level=1"	25.074185848236084	38.76977252960205
"-Copt-level=2"	29.11635971069336	36.887943267822266
"-Copt-level=3"	29.437243700027466	35.66569375991821
"-Cpanic=abort"	20.94463586807251	34.97378206253052
"-Cstrip=debuginfo"	20.976590394973755	35.618285179138184
"-Cstrip=symbols"	20.645099639892578	35.75243639945984
"-Ccode-model=small"	21.193629026412964	35.65521025657654
"-Ccode-model=medium"	21.230812072753906	35.96512484550476
"-Ccode-model=large"	21.495195627212524	36.02280902862549
default	20.592674732208252	35.67255640029907
"-Coverflow-checks=yes"	21.256967067718506	40.641777992248535
"-Ctarget-cpu=x86-64"	20.802067756652832	35.639044523239136
"-Ctarget-cpu=x86-64-v2"	20.975648164749146	35.0656840801239
"-Ctarget-cpu=x86-64-v3"	21.371593475341797	33.69365429878235
"-Ctarget-cpu=x86-64-v4"	20.956920623779297	33.697890758514404
"-Ctarget-cpu=native"	21.538245677947998	33.62865471839905
"-Cllvm-args=--inline-threshold=5"	20.073864221572876	36.30221605300903
"-Cllvm-args=--inline-threshold=50"	20.099306344985962	36.255677938461304
"-Cllvm-args=--inline-threshold=250"	21.0311381816864	35.4589729309082
"-Cllvm-args=--inline-threshold=100000"	28.945226669311523	36.04678511619568
"-Ccodegen-units=1"	32.33387517929077	35.08450198173523
"-Ccodegen-units=16"	21.15821599960327	35.2451376914978
"-Ccodegen-units=256"	23.033936977386475	35.415679931640625
"-Cdebuginfo=0"	21.216687440872192	35.40855097770691
"-Cdebuginfo=1"	22.155552625656128	35.51662850379944
